============================================
 your-pax v1.1.1-alpha — SHA256 Hash Manifest
 Generated: 2026-06-20T10:43:25Z
============================================

--- Core Python ---
  f8ed42ec5f2105004c13732bde06eae55f7996aa086b0e47dab59dc1456b97ff  your-pax-android/app/build/intermediates/incremental/debug/mergeDebugResources/merger.xml  (930647 bytes)
  c79ae2aa7ac2288a491b068637d18c139eda3b27787bed6b35f948a5109e8868  your-pax-android/app/build/intermediates/incremental/debug/packageDebugResources/merged.dir/values/values.xml  (1309 bytes)
  1e2850f159c7f4ffbaf9ca9653bf7cac688b300300b4f88c254e6c1944b4942f  your-pax-android/app/build/intermediates/incremental/debug/packageDebugResources/merger.xml  (5052 bytes)
  2d4bcd116001e57ce5402c6b3faa506fe8e0bfb2ee0d05f452e64938c6697313  your-pax-android/app/build/intermediates/incremental/lintVitalAnalyzeRelease/module.xml  (613 bytes)
  5cd3a7e621468a8ac12939f8ec0db9f8def6eb0e126a89e22dfe3bd8bac0271c  your-pax-android/app/build/intermediates/incremental/lintVitalAnalyzeRelease/release-artifact-dependencies.xml  (26407 bytes)
  f940c7989e234dabaa5ffc2a6518d4937405004a5aafa0f0a81c615f976581c0  your-pax-android/app/build/intermediates/incremental/lintVitalAnalyzeRelease/release-artifact-libraries.xml  (44043 bytes)
  29fcab816a1c9a542abdd5e7b2573b077c2b9fd07b3b25644a5d084c23d7de65  your-pax-android/app/build/intermediates/incremental/lintVitalAnalyzeRelease/release.xml  (1683 bytes)
  9d3949f7a15ffcc404e68cc37eb3dbfe26261bdaa49f509966dab0cdbf07c5b0  your-pax-android/app/build/intermediates/incremental/mergeDebugAssets/merger.xml  (733 bytes)
  7122f08a7e63fed93a4946cdb8a7534ef25b53563ffda27596cf277d04e52d76  your-pax-android/app/build/intermediates/incremental/mergeDebugJniLibFolders/merger.xml  (492 bytes)
  846377b2d7125373c38578544e9955727ed744e949a3101c056ded352a94fcc4  your-pax-android/app/build/intermediates/incremental/mergeDebugShaders/merger.xml  (492 bytes)
  f8f370b637046c6ed70f3368f1b5bd1099ac1416cdeec4761358b3381b331d93  your-pax-android/app/build/intermediates/incremental/mergeReleaseAssets/merger.xml  (739 bytes)
  69574f524678b5fa887b428c4575bb5c48c328a4c1d1bd95bd62590f1e092e8b  your-pax-android/app/build/intermediates/incremental/mergeReleaseJniLibFolders/merger.xml  (496 bytes)
  10962389572b5bca228a0eed4ce2882492dbc2d06a02910be09282f21f9a7626  your-pax-android/app/build/intermediates/incremental/mergeReleaseShaders/merger.xml  (496 bytes)
  17c7f32b0372346e67b98be057c2fccd9c8738216e78ae34285d5fb0b0163b3a  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-af/values-af.xml  (8640 bytes)
  1737e870c875ab6a885a23a3f22f6687daf92082a93bc67dc6e1f2d44e419dab  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-am/values-am.xml  (9635 bytes)
  24a27bd4589c85003d0cf3594561815411b36758efea6f93fe2d00aded34931c  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-ar/values-ar.xml  (9805 bytes)
  ed948cc92330b62954a0a8f1f46e8fc7f33218fcb64105942eff1029c543e5db  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-as/values-as.xml  (11140 bytes)
  b5523d8ca5ad9074751d77c1f6caff0298da9f9aed8cf3f2daf2687566d456af  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-az/values-az.xml  (8983 bytes)
  fbe39f804c6bf97082a7223fab12eef42df60602dcacd4c4b5f84915ca682607  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-be/values-be.xml  (10150 bytes)
  3d0ae1d64d569132f1daebec710d1b6c03ba77142342c827fa9dde4d15d58e04  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-bg/values-bg.xml  (10219 bytes)
  8a0dc39e524de0261ec46ed793678b931b6e549588e359597d5a4f0c13e32532  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-bn/values-bn.xml  (11265 bytes)
  c129fe171f2ef904e6ec9e7e900e6c546395db7acbc8922d82d56cba9a9e5a27  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-b+sr+Latn/values-b+sr+Latn.xml  (8796 bytes)
  de9c8383101714743575d5ddd91317ec7905fc4ffdd84912d390dbf302cb9786  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-bs/values-bs.xml  (8841 bytes)
  1ac3edbc43540f780e6dd03ef4ff72fb3067937d644ba8571e8f0c8f2c236d69  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-ca/values-ca.xml  (8964 bytes)
  74dab69f002729f2c57a8c1010348bc2c99356adf16abbde0fc68d6635a7b3b6  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-cs/values-cs.xml  (8818 bytes)
  f47cc3de9dcd401e1b1d283eea04e5655ce6a013f48936d083844ab2a73341ee  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-da/values-da.xml  (8604 bytes)
  3679ae6ee17658984fc5ca1acb15c3ff1dad99cb7d4d537dca0f5e87857eae75  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-de/values-de.xml  (8879 bytes)
  cf7489732e327e5396aa9509c8d0e14f2bb69cec6dd8cda1fd783d5c136bef96  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-el/values-el.xml  (10411 bytes)
  0399e151c25253aa4ec126843c2a546b1820ecb828ca775873a3a203596558e5  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-en-rAU/values-en-rAU.xml  (8537 bytes)
  e488b62ebfa0978f792c350dd887c147535ea7ba0f7bc42f38a47defd0005142  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-en-rCA/values-en-rCA.xml  (8526 bytes)
  0399e151c25253aa4ec126843c2a546b1820ecb828ca775873a3a203596558e5  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-en-rGB/values-en-rGB.xml  (8537 bytes)
  0399e151c25253aa4ec126843c2a546b1820ecb828ca775873a3a203596558e5  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-en-rIN/values-en-rIN.xml  (8537 bytes)
  caf791258b1410b450b4989bc03d3fffcc704530a1827b2679c23f8d9fba2f59  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-en-rXC/values-en-rXC.xml  (33948 bytes)
  c0ed2a77c5820ecf7de7a76d4e62c601a6ccf3e777d43291d29cfffd4ffc3718  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-es-rUS/values-es-rUS.xml  (8902 bytes)
  1d6e2e47474d14504464d088452a559ba334ec44c200fe5fa464725df0a85f7a  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-es/values-es.xml  (8964 bytes)
  99bee650318ad5daa901a6b1aaa26c2fe838cc162f4b13806b207eed42ec859a  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-et/values-et.xml  (8746 bytes)
  792373ce5a19f53b5caa976a0014252e283d1f721558c149a7d41d4214f32862  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-eu/values-eu.xml  (8918 bytes)
  bcc78c8882a3ad7f3c24664ef1913cbd1cfca86f977ee2ec06bbbd45e3d7b072  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-fa/values-fa.xml  (9620 bytes)
  624fb96957d858c38e104c3316ac0a55ba45b549b9f922ed8c9b23c551784cb0  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-fi/values-fi.xml  (8848 bytes)
  1690e7ca91137ea63a920301f4013ddd287cd8b0885b0ca1e002f4d783bd758d  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-fr-rCA/values-fr-rCA.xml  (9120 bytes)
  5b51baa10a10e4c2ee30c4cf4c93fe4f55fb3a38f6819b79b86d9819b84bd7d6  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-fr/values-fr.xml  (8969 bytes)
  9df5ae15c60516b99084ada9b7ba6bc92fa9d332ebed62e09d146662faa98f63  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-gl/values-gl.xml  (8969 bytes)
  20f1f50d56f741257296bbd0a8f9064847593d02eaa191019e87d02c42024203  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-gu/values-gu.xml  (10870 bytes)
  d41ceaf5b806fcbd18e8c5b2f4ad66d92d6fe0a12ccab43fa513289e33d9edab  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-hi/values-hi.xml  (11041 bytes)
  c6545676acf2d77a8b1a6f8e0e597ce6f3a9682630331dedc720a8ed68a6f401  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-hr/values-hr.xml  (8814 bytes)
  d0311be1f387ba4b7dde22e12efdb8051b65ff8c75672b8b3bc75e75f96aa147  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-hu/values-hu.xml  (9001 bytes)
  ba2a7b6c44fbdcab125ea1d8461a9bf21cc89988d72968028f3a4fc5ae74106a  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-hy/values-hy.xml  (9979 bytes)
  ef6416ab7ff192869118aba57777aa6fbd714d42d395533cbdfad95dec1ea3e3  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-in/values-in.xml  (8726 bytes)
  96b727e31fce7593dcf55aaa7998f28af18a490851b5b20b48c0adf4aa1f7778  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-is/values-is.xml  (8728 bytes)
  1aea0524aa414ca6e4ae878ff14db1b7b00837faeebf96cce498880ba66029a6  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-it/values-it.xml  (8966 bytes)
  4e06bb308ad5ba28948efc715f634ce78f3fcdca4bda840201efbef3a8099361  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-iw/values-iw.xml  (9379 bytes)
  327b17a0ab11aa7f7fcdf0f2efcbe7e84f225c3440b3f00be7233bf2c97b7082  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-ja/values-ja.xml  (9169 bytes)
  7160ec8a4a1f9d1a1997cb78e77bf78c7f4dc782823b07cba1f04d30e8fca71c  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-ka/values-ka.xml  (11234 bytes)
  939cf8e31a1e1e6c3713394e1bcad91ffeb9832a3e7f321fb7c8367dd856c6f0  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-kk/values-kk.xml  (9903 bytes)
  ac0d2cdd6929c91757e6ea2f7a1bd2574d837a9bfb92fd15ce5f2dd49456f98b  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-km/values-km.xml  (11303 bytes)
  b3c5d87ec62648ff9a7350ad6d08e3b184b18ee77229ce9da863f23e21ee855d  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-kn/values-kn.xml  (11662 bytes)
  ba115f4226d50c26ca05260e0645afd34643633f7f5fb6f2ac2cc59efd9d9d14  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-ko/values-ko.xml  (8757 bytes)
  a7d08a4f17c0b9b53633e4f925e915590b3feee1a5825639b2ac3d120068fef3  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-ky/values-ky.xml  (10213 bytes)
  ad70bbea7b76cc9fcb9ff787125a25eb481c3cbecc08501e78b106791e31d98f  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-lo/values-lo.xml  (10706 bytes)
  a24edd51b6cde772a9e29f856c40c092134d7ea6ebae822b01ee27a265dd2094  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-lt/values-lt.xml  (8939 bytes)
  b0ca1fbcf55aa33f770a24423bd4923753e30eeeea9b9e7bd498626207535a60  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-lv/values-lv.xml  (9009 bytes)
  c481799e1132efc2fff380f4376586e8f1b30ea47d2fc03bf29e2fa2a377fcd6  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-mk/values-mk.xml  (10088 bytes)
  e5e650da1adf993e407fc30b25e44cfe02fc5bab882f949dc1cc98a7245c3409  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-ml/values-ml.xml  (11911 bytes)
  1adb177381f6e559c6915c489077988709b2c5d90314cbc45e0df6e3be14f92c  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-mn/values-mn.xml  (9877 bytes)
  3a76881e64e2e57d167c51c4582649ecb1779b5a2f29d3cbe0d5441b25a61ab4  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-mr/values-mr.xml  (10958 bytes)
  3e6837e3c2cba5fe8eab8da028211b1c42709df373bd286ded8b272581c979c4  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-ms/values-ms.xml  (8781 bytes)
  64ebebf8b2937b9c381115ee1e436f59c3479dc5161123849ecda69c32233693  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-my/values-my.xml  (11789 bytes)
  f491b492be85d92477ee914000994cb4be30f4213e67728c6a371df15d5d6625  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-nb/values-nb.xml  (8604 bytes)
  1ed1c902e9a8b71091b929e2a0a33fda6318ea11b2a9d9d7f491529b1e352c8e  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-ne/values-ne.xml  (11717 bytes)
  6b1368dc449f024c00bafa2af8eb3318b5d3b325c79f885e6f70488db12a7d89  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-nl/values-nl.xml  (8744 bytes)
  87d39d2b608c2f1efa927003b4cd84573ea7630ae7742938b7f45d2081e3ad11  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-or/values-or.xml  (11320 bytes)
  924be6bbf9e6f7dc3ddff34fd6a131cbbb6669cede16f940e1bb4e9f683542f1  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-pa/values-pa.xml  (10657 bytes)
  40945a91fb8a02c1581c93cc5f36115e99059ba250800716ee637d479db40de0  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-pl/values-pl.xml  (8833 bytes)
  334628c06ace12c3f1e7ef9fd48d4a045034de9a574b6b6d2d771d59a729f365  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-pt-rBR/values-pt-rBR.xml  (8766 bytes)
  4e11bdc84f5204dc9a9ca10496e7b48c1175f011f4874a3f4e7c426a1de05af2  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-pt-rPT/values-pt-rPT.xml  (8938 bytes)
  334628c06ace12c3f1e7ef9fd48d4a045034de9a574b6b6d2d771d59a729f365  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-pt/values-pt.xml  (8766 bytes)
  9ee196392269d51a563c8a3270b4e6e19e2d11c1153379e9f50653804f6e4b88  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-ro/values-ro.xml  (8915 bytes)
  862c20d692094ecb9c140d2b9d9ee779159400240eac9341a1847ed6d6e5a6fb  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-ru/values-ru.xml  (9903 bytes)
  46b553d7618b8842ca29cc4bd33282ae36cf243b11f851f5f93bffeaa2fb9099  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-si/values-si.xml  (10763 bytes)
  8acbf8ab385d3416cc01c09f87669e81a2e2a05b0b3dc15fc0e49e6378ce2a56  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-sk/values-sk.xml  (8793 bytes)
  3599a8b7e002fbf4548e32af4300c8b763e612fd87f2bc65cc3ffadc42805b68  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-sl/values-sl.xml  (8790 bytes)
  12b46ce0ce6ab6c2a527fd0c6893950d1ac12fd7b4151164fcf3f746f5b0b60f  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-sq/values-sq.xml  (8931 bytes)
  f03af8eaddec1d9fb1b86b10033e8d19804df216f90370e2663d76b707a457ff  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-sr/values-sr.xml  (9920 bytes)
  73ddecde993ef61fe26c1308b6029e17225634b4623bb74f18d568623e68532f  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-sv/values-sv.xml  (8791 bytes)
  a975b86c8859f9aae2618f1fed55f6e621917795fc56c95d5630eecfbf987440  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-sw/values-sw.xml  (8759 bytes)
  1fe8600bd22d096817399391442d804ff24bc2aaf0651789b2df933bffb1ad81  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-ta/values-ta.xml  (12376 bytes)
  c7e49876a25b45a7cc9bc8872a932d7e8d2090e413182aba7394de91fc4e2042  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-te/values-te.xml  (11808 bytes)
  e79dd50a27809d1a91586fff45cb22aa4c5793d0f1dddd108fb2062754912fc4  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-th/values-th.xml  (10741 bytes)
  f5e44adf394c74b82f8b45193a2aac6510ad1af8f68721579ebe04c9bdd1cc4d  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-tl/values-tl.xml  (8935 bytes)
  5d5d25c02f39446ce5abdbe6d973117f209a000762e8ccfd418dfc70e13bfa33  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-tr/values-tr.xml  (8734 bytes)
  64946127d6f126821285f170acd16e1c3b81158763543bd45c9dfb34985c3043  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-uk/values-uk.xml  (10024 bytes)
  69b225a070961969dc87f46564ac090835ed66fb75c4ea1642dc91eb9ea0b0a4  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-ur/values-ur.xml  (9912 bytes)
  b511119737d50781ec5409bbac2d8d430ef430e575ad174edfac93348be56f42  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-uz/values-uz.xml  (8746 bytes)
  f51435933281192c08eee45d492dc188fa033beae874c4b90bfceae5192e2754  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-v16/values-v16.xml  (129 bytes)
  c38786f5ac54daa391b3a7565794c1b502acbd8956e2983925ff2bb18b5db5b7  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-v21/values-v21.xml  (1396 bytes)
  c0acff3f2f1f480d833cb6ed15f8e18d326c4998ecb0bf311afa93e8236a65be  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values/values.xml  (21886 bytes)
  c577ab94674df6d213b5bf69ca6781e5ad2e401422f02b112999172d48cd7f49  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-vi/values-vi.xml  (9091 bytes)
  43f95feeee12c5b1f62224ed8d44933f31f6cc3b65770f9ad8181454ec276095  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-zh-rCN/values-zh-rCN.xml  (8556 bytes)
  3c256aadb825ca996ab4888c6f0d5c55873c653dcc299f43cb14fb15f9fe6196  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-zh-rHK/values-zh-rHK.xml  (8488 bytes)
  7350493488bd8088e89a0bf95fd9c2f269a77a9fc672fd3244c0645fce455a8f  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-zh-rTW/values-zh-rTW.xml  (8552 bytes)
  0bcd570a9c8f2dc5ce96a1f74c1064446759aa866f4c721355692fbd2f151d21  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merged.dir/values-zu/values-zu.xml  (8832 bytes)
  28690a2f415489413ada4f030e4223e7ad0ba508e1f502fbecdf0cf8d3ff0a58  your-pax-android/app/build/intermediates/incremental/release/mergeReleaseResources/merger.xml  (927685 bytes)
  c79ae2aa7ac2288a491b068637d18c139eda3b27787bed6b35f948a5109e8868  your-pax-android/app/build/intermediates/incremental/release/packageReleaseResources/merged.dir/values/values.xml  (1309 bytes)
  167edab2b77a07f507c70e03f7cb0228d92b82619f9fe8ce7f494b7f4fc65fd9  your-pax-android/app/build/intermediates/incremental/release/packageReleaseResources/merger.xml  (5066 bytes)
  a4e5dd55377cc3a6c0b130a6f0bb22fbca23c20e078b754caa1d17ad8c451dd1  your-pax-android/app/build/intermediates/lint-cache/lintVitalAnalyzeRelease/maven.google/androidx/activity/group-index.xml  (4457 bytes)
  50763049036ce88400f59d05ad98f549ddf39cb14e3bc98fabbaec6b02bdb3d6  your-pax-android/app/build/intermediates/lint-cache/lintVitalAnalyzeRelease/maven.google/androidx/compose/group-index.xml  (2346 bytes)
  d3f2d24645b3456be3b7053423e0e1c23fa6246499f07a36d90ef52cb388f8f3  your-pax-android/app/build/intermediates/lint-cache/lintVitalAnalyzeRelease/maven.google/androidx/lifecycle/group-index.xml  (82113 bytes)
  6604f1c69dee36bfb309688154410d3611be68487975e546c9c393e2dc63b415  your-pax-android/app/build/intermediates/lint-cache/lintVitalAnalyzeRelease/maven.google/androidx/navigation/group-index.xml  (30098 bytes)
  920dfd380777f0d79c6d4c3a3485265fc947d039d633539885e2e754ed8686b0  your-pax-android/app/build/intermediates/lint-cache/lintVitalAnalyzeRelease/maven.google/com/android/application/group-index.xml  (5394 bytes)
  fd7e08fc52aa61fb5c106dc71942f061abf5e909555e0c8bcf7c38f03ce26597  your-pax-android/app/build/intermediates/lint-cache/lintVitalAnalyzeRelease/maven.google/master-index.xml  (9919 bytes)
  82563a4e84378cd198ef4cf6914e56fa33a97b20bbb7e2b0a3143c4d71c6cee9  your-pax-android/app/build/intermediates/lint-cache/lintVitalAnalyzeRelease/maven.google/org/jetbrains/kotlin/group-index.xml  (1001 bytes)
  2d4bcd116001e57ce5402c6b3faa506fe8e0bfb2ee0d05f452e64938c6697313  your-pax-android/app/build/intermediates/lint_vital_report_lint_model/release/generateReleaseLintVitalReportModel/module.xml  (613 bytes)
  5cd3a7e621468a8ac12939f8ec0db9f8def6eb0e126a89e22dfe3bd8bac0271c  your-pax-android/app/build/intermediates/lint_vital_report_lint_model/release/generateReleaseLintVitalReportModel/release-artifact-dependencies.xml  (26407 bytes)
  f940c7989e234dabaa5ffc2a6518d4937405004a5aafa0f0a81c615f976581c0  your-pax-android/app/build/intermediates/lint_vital_report_lint_model/release/generateReleaseLintVitalReportModel/release-artifact-libraries.xml  (44043 bytes)
  c16bb366daf3f71317dcb115d5e8b74ac425b640d62708f15c35ffe62e763e6b  your-pax-android/app/build/intermediates/lint_vital_report_lint_model/release/generateReleaseLintVitalReportModel/release.xml  (1616 bytes)
  66c8ee7da66dcabdc7f9c9e8709fd28749d2ac0aec37fa7b58822ae183e801f2  your-pax-android/app/build/intermediates/merged_manifest/debug/AndroidManifest.xml  (3579 bytes)
  4307f0f106d4d9c901e4d30b426872550e818865467267347bc00aed123357e5  your-pax-android/app/build/intermediates/merged_manifest/release/AndroidManifest.xml  (3606 bytes)
  66c8ee7da66dcabdc7f9c9e8709fd28749d2ac0aec37fa7b58822ae183e801f2  your-pax-android/app/build/intermediates/merged_manifests/debug/AndroidManifest.xml  (3579 bytes)
  4307f0f106d4d9c901e4d30b426872550e818865467267347bc00aed123357e5  your-pax-android/app/build/intermediates/merged_manifests/release/AndroidManifest.xml  (3606 bytes)
  66c8ee7da66dcabdc7f9c9e8709fd28749d2ac0aec37fa7b58822ae183e801f2  your-pax-android/app/build/intermediates/packaged_manifests/debug/AndroidManifest.xml  (3579 bytes)
  4307f0f106d4d9c901e4d30b426872550e818865467267347bc00aed123357e5  your-pax-android/app/build/intermediates/packaged_manifests/release/AndroidManifest.xml  (3606 bytes)
  e252c4a5b6f2548476873d3c5a3548dea429fd4fd3cce8494e7f91ed72c3eeb3  your-pax-android/app/build/intermediates/packaged_res/debug/drawable/ic_launcher_foreground.xml  (994 bytes)
  5f3b1ed2282af327c78539428c3398a99a7e9a09051c2ae2cf7aa27068201319  your-pax-android/app/build/intermediates/packaged_res/debug/mipmap-anydpi-v26/ic_launcher_round.xml  (268 bytes)
  5f3b1ed2282af327c78539428c3398a99a7e9a09051c2ae2cf7aa27068201319  your-pax-android/app/build/intermediates/packaged_res/debug/mipmap-anydpi-v26/ic_launcher.xml  (268 bytes)
  5f3b1ed2282af327c78539428c3398a99a7e9a09051c2ae2cf7aa27068201319  your-pax-android/app/build/intermediates/packaged_res/debug/mipmap-hdpi-v4/ic_launcher_round.xml  (268 bytes)
  5f3b1ed2282af327c78539428c3398a99a7e9a09051c2ae2cf7aa27068201319  your-pax-android/app/build/intermediates/packaged_res/debug/mipmap-hdpi-v4/ic_launcher.xml  (268 bytes)
  5f3b1ed2282af327c78539428c3398a99a7e9a09051c2ae2cf7aa27068201319  your-pax-android/app/build/intermediates/packaged_res/debug/mipmap-mdpi-v4/ic_launcher.xml  (268 bytes)
  5f3b1ed2282af327c78539428c3398a99a7e9a09051c2ae2cf7aa27068201319  your-pax-android/app/build/intermediates/packaged_res/debug/mipmap-xhdpi-v4/ic_launcher.xml  (268 bytes)
  5f3b1ed2282af327c78539428c3398a99a7e9a09051c2ae2cf7aa27068201319  your-pax-android/app/build/intermediates/packaged_res/debug/mipmap-xxhdpi-v4/ic_launcher.xml  (268 bytes)
  5f3b1ed2282af327c78539428c3398a99a7e9a09051c2ae2cf7aa27068201319  your-pax-android/app/build/intermediates/packaged_res/debug/mipmap-xxxhdpi-v4/ic_launcher.xml  (268 bytes)
  c79ae2aa7ac2288a491b068637d18c139eda3b27787bed6b35f948a5109e8868  your-pax-android/app/build/intermediates/packaged_res/debug/values/values.xml  (1309 bytes)
  e252c4a5b6f2548476873d3c5a3548dea429fd4fd3cce8494e7f91ed72c3eeb3  your-pax-android/app/build/intermediates/packaged_res/release/drawable/ic_launcher_foreground.xml  (994 bytes)
  5f3b1ed2282af327c78539428c3398a99a7e9a09051c2ae2cf7aa27068201319  your-pax-android/app/build/intermediates/packaged_res/release/mipmap-anydpi-v26/ic_launcher_round.xml  (268 bytes)
  5f3b1ed2282af327c78539428c3398a99a7e9a09051c2ae2cf7aa27068201319  your-pax-android/app/build/intermediates/packaged_res/release/mipmap-anydpi-v26/ic_launcher.xml  (268 bytes)
  5f3b1ed2282af327c78539428c3398a99a7e9a09051c2ae2cf7aa27068201319  your-pax-android/app/build/intermediates/packaged_res/release/mipmap-hdpi-v4/ic_launcher_round.xml  (268 bytes)
  5f3b1ed2282af327c78539428c3398a99a7e9a09051c2ae2cf7aa27068201319  your-pax-android/app/build/intermediates/packaged_res/release/mipmap-hdpi-v4/ic_launcher.xml  (268 bytes)
